id,longitud,latitud,año,areacd,ticket
435292,-77.0298142,-12.12793316,2020,150122,93.1923203499652
1146828,-77.02428535,-12.12888977,2022,150122,46.33556406110634
678351,-77.01105973,-12.12276756,2021,150122,114.06122939088412
8112,-77.0272493,-12.1221174,2017,150122,59.740018082147586
301974,-77.03247459,-12.11621638,2020,150122,158.46686441794913
852076,-77.03352379,-12.12366888,2021,150122,61.73107810090589
109560,-77.010136,-12.1275644,2017,150122,135.67788334558847
1333769,-77.02542065,-12.13406831,2022,150122,187.82616114442732
1020654,-77.04549858,-12.11685556,2022,150122,141.41041384809364
753134,-77.03370081,-12.11479883,2021,150122,-13.907943899795733
227903,-77.02888288,-12.11852666,2019,150122,-44.28385034134625
921070,-77.04629325,-12.11554485,2021,150122,75.05210740156677
1574212,-77.02853742,-12.10905354,2023,150122,213.33022714152304
1413658,-77.03285454,-12.12878233,2022,150122,173.31853307535553
1649401,-79.8447551,-6.79285588,2023,150122,-72.73438408953973
1203008,-77.00810947,-12.11908844,2022,150122,155.99562871256245
715953,-77.03768838,-12.11666953,2021,150122,42.689358647485214
546419,-77.02703831,-12.12607123,2020,150122,138.40803867142705
592634,-77.01710212,-12.12139571,2020,150122,102.99364811256441
1502613,-76.992818,-11.95589,2023,150122,167.5142419910978
187914,-77.03836794,-12.11491461,2019,150122,191.81004782206205
792071,-77.03287994,-12.12194854,2021,150122,84.22190803444126
1509381,-77.01666717,-12.05937128,2023,150122,156.00414101384342
1114646,-77.03175431,-12.12464804,2022,150122,195.55974752695843
469938,-77.04105884,-12.11863559,2020,150122,87.52327254334611
547502,-77.00585,-12.1222629,2020,150122,-23.534507886739753
422605,-77.02229615,-12.12198626,2020,150122,50.26871730363557
1363957,-77.00842578,-12.12479614,2022,150122,181.08309180621035
831223,-77.02814169,-12.11930132,2021,150122,217.2880458636794
785184,-77.0243292,-12.1287576,2021,150122,-20.469083135971815
353907,-77.02888589,-12.12244338,2020,150122,83.32795495489769
1552451,-77.1072957,-12.0072098,2023,150122,45.55338709893039
1370277,-77.02952705,-12.11466355,2022,150122,22.809117293531543
1435323,-77.02794569,-12.12855385,2022,150122,185.73103587938687
266833,-77.03124902,-12.10773419,2019,150122,205.1337155150115
246010,-77.03348769,-12.12064935,2019,150122,159.97198512921784
331905,-77.03490415,-12.11688245,2020,150122,110.89836859535899
988002,-77.03230728,-12.12335215,2021,150122,-8.997156224952656
353907,-77.02888589,-12.12244338,2020,150122,157.1055280398458
1470005,-77.03467983,-12.11850714,2022,150122,220.7976109621321
1148727,-77.02585895,-12.12825955,2022,150122,129.81519592177608
1323742,-77.02253861,-12.12365632,2022,150122,49.4635269496166
1548982,-77.07617187,-12.01237363,2023,150122,-10.313418811251172
1297916,-77.03230728,-12.12335215,2022,150122,55.623937108570644
1545676,-77.02939553,-12.03921262,2023,150122,150.761974652428
1527433,-77.03590893,-12.11687662,2023,150122,3.520222452064632
693182,-77.03345566,-12.11923644,2021,150122,81.76003303352822
160810,-77.0090691,-12.1174427,2017,150122,188.26635381381317
592641,-77.01475737,-12.11952622,2020,150122,227.5001948386258
955634,-77.02193099,-12.12185822,2021,150122,106.85756088777194
991616,-77.0334091,-12.1168227,2021,150122,67.11004428701366
187910,-77.04543983,-12.11454182,2019,150122,75.09322379041781
1292984,-77.028899,-12.119296,2022,150122,218.8787685707064
704175,-77.0260033,-12.13471752,2021,150122,122.70750170203502
1680975,-77.08074926,-11.85943008,2023,150122,84.317986995282
378762,-77.023846,-12.1291357,2020,150122,93.51204199077316
378824,-77.02929976,-12.1126595,2020,150122,176.27320011134466
1476770,-77.03125403,-12.12193153,2022,150122,160.8642561824013
953567,-77.02889753,-12.11843801,2021,150122,100.21957493585225
1527354,-77.03902105,-12.11940591,2023,150122,84.99102858547019
1299286,-77.027124,-12.13157765,2022,150122,11.321741524021643
1117870,-77.04002444,-12.12034005,2022,150122,112.39203409365538
1467714,-77.0481502,-12.11436951,2022,150122,174.51890722772708
1227875,-77.03024773,-12.1169028,2022,150122,181.46219870108777
1139640,-77.0475644,-12.11526176,2022,150122,193.29262220672538
693128,-77.0316616,-12.1216739,2021,150122,73.18512888557946
1167587,-77.03816812,-12.12219802,2022,150122,175.50608558455983
110305,-77.037335,-12.110372,2017,150122,51.957130861484316
1671614,-76.9615523,-12.15689761,2023,150122,114.02351068147087
572357,-77.02972759,-12.11344985,2020,150122,158.05037568083657
953667,-77.03348148,-12.11920633,2021,150122,154.19858971198346
592618,-77.02186352,-12.13148274,2020,150122,152.32511010210987
753062,-77.02969872,-12.13018785,2021,150122,118.28782117823874
1440366,-77.02585521,-12.11915823,2022,150122,107.72145364534131
204631,-77.0312704,-12.1216769,2019,150122,177.14186229924675
1229479,-77.02818002,-12.10834999,2022,150122,-10.369925147326772
159758,-77.00763,-12.1278394,2017,150122,219.72542511860087
422781,-77.04248302,-12.11776438,2020,150122,184.10555395353163
1485087,-77.03616546,-12.11783966,2022,150122,124.46408842530748
100084,-77.0122956,-12.1226638,2017,150122,128.54531230945057
102999,-77.028196,-12.113619,2017,150122,163.01985970103863
678390,-77.01913059,-12.12559631,2021,150122,58.00579456474253
1132686,-77.02372564,-12.12198037,2022,150122,99.0615747905147
378734,-77.02888288,-12.11852666,2020,150122,59.72143161681724
1459318,-77.02324766,-12.1315917,2022,150122,204.94148584466632
1290119,-77.03152833,-12.12960918,2022,150122,132.92812641570637
1146117,-77.01125781,-12.11643761,2022,150122,77.57751533888045
1492457,-77.0293217,-12.1245605,2022,150122,119.86852500710023
425493,-77.02690389,-12.12344356,2020,150122,83.25335924237964
909687,-77.03625406,-12.1191776,2021,150122,80.71012480878314
1081070,-77.03409816,-12.11894162,2022,150122,101.40531700283485
1608928,-77.01842705,-12.12541372,2023,150122,114.12635103763515
303569,-77.0247615,-12.12381392,2020,150122,109.89474028343385
546121,-77.03079509,-12.1090484,2020,150122,124.34588285864578
1173684,-77.01365306,-12.12752907,2022,150122,-59.70569883171194
693134,-77.03066706,-12.11632892,2021,150122,112.63183661878199
329235,-77.04497334,-12.11251117,2020,150122,6.120430807323226
817485,-77.02925062,-12.12545389,2021,150122,116.6890444899942
1628278,-77.01038195,-12.11896058,2023,150122,121.02200805575812
1449845,-77.03166459,-12.11134127,2022,150122,180.46351369221188
106143,-77.034253,-12.1201169,2017,150122,112.87386802212242
1089563,-77.03488098,-12.12005922,2022,150122,126.66484949229753
1422433,-77.03877303,-12.12020379,2022,150122,159.40881232822136
921047,-77.03364408,-12.11479883,2021,150122,166.25130938187291
588232,-77.03649163,-12.116873,2020,150122,210.3157448249048
1454393,-77.03230728,-12.12335215,2022,150122,151.02099565771314
1043863,-77.04958684,-12.11287539,2022,150122,209.33801151579405
453218,-77.03062404,-12.12338251,2020,150122,138.90793595735562
953666,-77.02565574,-12.13040851,2021,150122,110.3391430998522
542917,-77.03259849,-12.11689793,2020,150122,140.02022100862374
160717,-77.030768,-12.1220124,2017,150122,203.61843335385535
1210276,-77.03681359,-12.11827662,2022,150122,159.21858668221188
1664061,-77.01171712,-12.12226575,2023,150122,53.85379715416581
645699,-77.02665094,-12.11820705,2021,150122,63.58467161769809
1123851,-77.03822132,-12.11049128,2022,150122,129.75801193301123
1273128,-77.03596717,-12.11479492,2022,150122,61.86118440801177
1282536,-77.0312704,-12.1216769,2022,150122,169.18524766394108
353947,-77.03062404,-12.12338251,2020,150122,173.6186497441561
521378,-77.03062404,-12.12338251,2020,150122,251.63154708174156
1037168,-77.0381213,-12.11542128,2022,150122,-29.433278121586756
546398,-77.00992911,-12.1240114,2020,150122,261.7931115025876
1266148,-77.03488098,-12.12005922,2022,150122,71.37424420067472
266863,-77.03549726,-12.11889692,2019,150122,-27.692352152864235
422629,-77.012341,-12.1199046,2020,150122,56.34519839951493
187880,-77.02670157,-12.13416213,2019,150122,212.69238329089222
1500479,-77.03111128,-12.10723431,2022,150122,19.017573028733757
693180,-77.03665345,-12.12227159,2021,150122,135.833901850574
645721,-77.02851504,-12.11378426,2021,150122,145.96517136772488
1504405,-79.8459848,-6.797782,2023,150122,106.66225855280705
1361599,-77.03656233,-12.11240305,2022,150122,139.51841653565992
1613509,-75.24537415,-12.10552307,2023,150122,57.99389744280467
711892,-77.0171203,-12.12307623,2021,150122,113.8789050904073
1569212,-79.7708275,-6.7195469,2023,150122,143.31357422067083
1255796,-77.02287573,-12.12787924,2022,150122,153.92091457260022
109932,-77.037088,-12.1201625,2017,150122,104.92160672670211
1630105,-77.01090041,-12.12723401,2023,150122,-3.2146016567256313
353946,-77.03037012,-12.1242315,2020,150122,93.53290716771254
1168002,-77.02729367,-12.11121953,2022,150122,94.36582765641667
160659,-77.034253,-12.1201169,2017,150122,90.54159488575942
623612,-77.04130204,-12.11997318,2021,150122,27.614106446702785
546088,-77.02577264,-12.13301892,2020,150122,156.10364590693456
884581,-77.04244934,-12.11573494,2021,150122,99.67820183499535
395663,-77.0331102,-12.1149342,2020,150122,184.67438029924918
1525479,-77.03323686,-12.11919897,2023,150122,65.60298893709529
921091,-77.02981064,-12.12876456,2021,150122,56.97242472374601
801576,-77.02714669,-12.10746339,2021,150122,-11.543702771061636
1672328,-75.81220582,-10.77071037,2023,150122,108.85077017460824
1089282,-77.03574621,-12.12609741,2022,150122,121.84883382006335
204695,-77.03348769,-12.12064935,2019,150122,80.75357258415488
590920,-77.03130155,-12.12268061,2020,150122,86.75207670459918
677331,-77.03549726,-12.11889692,2021,150122,86.71316173330706
1269852,-77.04178981,-12.1201423,2022,150122,144.41968531204247
470331,-77.01332698,-12.12848093,2020,150122,159.53725320519428
801190,-77.03679466,-12.11648535,2021,150122,191.73866667923798
988024,-77.0302691,-12.1231766,2021,150122,68.01444745141723
15422,-77.031438,-12.1141519,2018,150122,14.856943010841025
693178,-77.03138589,-12.12385741,2021,150122,211.80120682110004
1520887,-77.03709589,-12.11195191,2023,150122,232.87334528057514
1023711,-77.0312704,-12.1216769,2022,150122,122.2132844288206
1599804,-77.5294,-9.5302318,2023,150122,157.00711100300424
829254,-77.03062404,-12.12338251,2021,150122,32.82584740202473
683352,-77.04152224,-12.12058984,2021,150122,58.39067119359314
909983,-77.00773272,-12.12323757,2021,150122,-72.5594758537439
331892,-77.04044218,-12.11701002,2020,150122,257.56137087228575
1221217,-77.00799317,-12.12078976,2022,150122,204.53355039384567
1455496,-77.03025934,-12.11935486,2022,150122,163.0319687169114
1139739,-77.03496944,-12.118934,2022,150122,142.23551313747015
569977,-77.02743629,-12.13006756,2020,150122,0.3694242670439114
993625,-77.01724285,-12.11960982,2021,150122,78.9134282207448
1379571,-77.03047663,-12.10763965,2022,150122,84.75722815721863
1469251,-77.04105353,-12.11838063,2022,150122,108.9954291816382
395582,-77.04783197,-12.1122614,2020,150122,95.91921717811888
1327857,-77.0097056,-12.12844089,2022,150122,211.24450160992183
1586835,-77.04743923,-12.11329472,2023,150122,117.81072598938145
886821,-77.02847017,-12.13209318,2021,150122,223.18928790961917
592632,-77.02174661,-12.12364741,2020,150122,129.72732734407288
103699,-77.0243292,-12.1287576,2017,150122,70.42667764005947
1265736,-77.03024773,-12.1169028,2022,150122,193.15747728119314
21415,-77.0297559,-12.1200517,2018,150122,131.98331591808852
1573165,-77.0352066,-12.11215108,2023,150122,47.49293670847073
711886,-77.02127166,-12.12619664,2021,150122,236.79655756445808
1446421,-77.0347622,-12.1201859,2022,150122,-2.0890583081047045
1389513,-77.02814169,-12.11930132,2022,150122,140.77358355030265
1097104,-77.0334962,-12.125967,2022,150122,131.25246811738072
1306017,-77.02782513,-12.12503545,2022,150122,210.87419954898976
1556489,-77.60465607,-11.10536766,2023,150122,230.73555025429368
1134399,-77.0362517,-12.1296266,2022,150122,115.16817573069297
1523769,-77.03860169,-11.9170353,2023,150122,123.67350896854786
645678,-77.02869828,-12.12039826,2021,150122,105.71422268591441
499554,-77.02644956,-12.1114711,2020,150122,22.58231876977753
103810,-77.0287454,-12.1273415,2017,150122,124.48690545275907
1095670,-77.0342467,-12.1289649,2022,150122,216.86437524857797
1104646,-77.0298142,-12.12793316,2022,150122,111.06473058684509
1082654,-77.03451266,-12.12014753,2022,150122,122.09773624815048
1238510,-77.03037012,-12.1242315,2022,150122,78.99766115246415
1583005,-77.02672697,-12.10898145,2023,150122,134.90323509244678
711909,-77.01838076,-12.1216525,2021,150122,151.71952903014696
1385320,-77.03348769,-12.12064935,2022,150122,185.0560716152864
1112175,-77.02733156,-12.12143837,2022,150122,59.1593412065002
1518462,-77.04231408,-12.0548916,2023,150122,130.7219782455399
1369437,-77.02972801,-12.13054233,2022,150122,173.88760582607136
884635,-77.02386391,-12.12978162,2021,150122,137.77268211567542
97797,-77.0296265,-12.1153967,2017,150122,13.991642874999686
15469,-77.0460391,-12.1165538,2018,150122,157.5665144696472
1168142,-77.04884667,-12.11415884,2022,150122,95.26784224851012
1285273,-77.0310028,-12.11350744,2022,150122,200.8283053139157
988052,-77.0341752,-12.12237547,2021,150122,127.27385595582099
204672,-77.03243796,-12.11146082,2019,150122,139.06198648692092
1604823,-74.22348562,-13.14792222,2023,150122,106.25241807053078
1278678,-77.02683115,-12.11903012,2022,150122,106.76550700360842
1389408,-77.02690389,-12.12344356,2022,150122,85.92630321154721
1634020,-77.02959179,-12.11617564,2023,150122,63.098317036379186
1573150,-77.02671339,-12.13383891,2023,150122,287.57054833251084
1519434,-71.4858551,-16.4192283,2023,150122,289.06362073798954
1270622,-77.03287994,-12.12194854,2022,150122,103.61283060138751
1374214,-77.04713874,-12.1160057,2022,150122,162.96817883003848
1251077,-77.03062543,-12.11493568,2022,150122,128.80773937317954
1233468,-77.04130204,-12.11997318,2022,150122,110.88363053787398
1258824,-77.02925831,-12.12603239,2022,150122,107.98867882744946
1408794,-77.03006338,-12.11894675,2022,150122,46.08711238821016
1331524,-77.02449934,-12.12219964,2022,150122,167.32720733665457
884609,-77.02346685,-12.13004914,2021,150122,100.94602325638314
1542023,-77.02847017,-12.13209318,2023,150122,48.151649111857274
1238520,-77.03026771,-12.12461308,2022,150122,117.46664624132542
1506476,-77.0087924,-12.11816183,2023,150122,86.62287188652121
1623343,-77.03377915,-12.12663407,2023,150122,61.187105968787606
955689,-77.01051094,-12.12729817,2021,150122,130.60797644741638
1208175,-77.02791532,-12.1284304,2022,150122,127.55668742793495
1110167,-77.0243008,-12.1237228,2022,150122,78.93967024327185
1396244,-77.02889753,-12.11843801,2022,150122,114.15231248894649
1593855,-77.0349692,-12.11889791,2023,150122,85.83617443757127
1616550,-77.02674996,-12.12271494,2023,150122,181.66527293499976
453229,-77.0329677,-12.10732137,2020,150122,154.74814314759536
521426,-77.03576489,-12.12521084,2020,150122,216.75815206776852
99117,-77.034253,-12.1201169,2017,150122,54.04624691579079
319418,-77.03154674,-12.12441128,2020,150122,71.81510271541762
420014,-77.03149448,-12.12391667,2020,150122,182.4254269124585
110040,-77.0296269,-12.112145,2017,150122,154.17311850499343
1163986,-77.04508903,-12.113953,2022,150122,90.79233196971653
590923,-77.02994355,-12.12879339,2020,150122,125.21544929763243
1219502,-77.02418105,-12.13420925,2022,150122,61.36015882833457
693071,-77.0194802,-12.12979593,2021,150122,87.65470564454537
1064005,-77.03230728,-12.12335215,2022,150122,126.61345476661619
8091,-77.0405274,-12.1200461,2017,150122,94.87840661982635
1023670,-77.0312704,-12.1216769,2022,150122,141.1894903483987
1101058,-77.00585,-12.1222629,2022,150122,-20.249695326318076
1409150,-77.02888011,-12.1123171,2022,150122,96.13988950028727
1394136,-77.0300766,-12.12656824,2022,150122,184.46856456806773
912199,-77.04768316,-12.11412014,2021,150122,154.27549396742842
1010693,-77.0312704,-12.1216769,2022,150122,211.8367558309807
769462,-77.03104607,-12.12983076,2021,150122,29.545288328412305
887474,-77.03709874,-12.11478711,2021,150122,110.84803399899631
1081055,-77.02994063,-12.1277345,2022,150122,164.8703049930483
985023,-77.02992891,-12.12890243,2021,150122,182.27831980213784
109369,-77.033073,-12.1209818,2017,150122,184.28355320299107
1563311,-77.01077283,-12.12266656,2023,150122,212.1713159250145
1320003,-77.0364232,-12.11596907,2022,150122,265.92804260380177
1473642,-77.02505847,-12.13386892,2022,150122,155.9059302469534
1580024,-77.04442932,-12.00133856,2023,150122,91.40691058203836
1508842,-75.3557927,-11.8542782,2023,150122,203.4642632301508
193262,-77.02145931,-12.12596046,2019,150122,161.10633772202178
1487747,-77.03115534,-12.10699085,2022,150122,18.728062884555424
106929,-77.034253,-12.1201169,2017,150122,225.81364267568068
1140485,-77.03374025,-12.11789487,2022,150122,76.7631685451679
204692,-77.02928943,-12.10853282,2019,150122,248.3607126982344
193272,-77.021611,-12.12531642,2019,150122,211.9630166385026
1472330,-77.03802768,-12.11162763,2022,150122,159.92053830880795
1419190,-77.03890288,-12.12124061,2022,150122,95.71150317229545
1513459,-77.03998092,-12.11081486,2023,150122,94.39619638452314
1376057,-77.03558613,-12.11687941,2022,150122,97.38571798520772
1587395,-77.02961626,-12.04164315,2023,150122,186.81442827111118
1512594,-79.0451683,-8.0929478,2023,150122,107.41801494521086
1330049,-77.02683115,-12.11903012,2022,150122,260.46293198276186
1661736,-77.01090041,-12.12723401,2023,150122,157.19038859282074
1429082,-77.027124,-12.13157765,2022,150122,55.70280376288434
100081,-77.022522,-12.131259,2017,150122,214.82626951211768
753086,-77.03469206,-12.12043701,2021,150122,153.89085649153168
353959,-77.04178981,-12.1201423,2020,150122,145.68186155094196
1165101,-77.0349692,-12.11889791,2022,150122,74.97927688701573
1633952,-77.0247615,-12.12381392,2023,150122,106.26763924903868
1235326,-77.02959179,-12.11617564,2022,150122,112.97390460017559
1449160,-77.05215263,-12.10955803,2022,150122,190.8232371869365
1668039,-71.5870001,-16.3355496,2023,150122,99.31231475030079
1450931,-77.02968352,-12.10432222,2022,150122,189.24383278782818
114570,-77.0296265,-12.1153967,2017,150122,143.09750889484388
1326358,-77.01456364,-12.12636772,2022,150122,125.40913344029954
704225,-77.0261067,-12.1191007,2021,150122,66.34506745684112
1569062,-77.03062404,-12.12338251,2023,150122,161.60776628606268
800339,-77.02029141,-12.12492039,2021,150122,88.69164559504247
800249,-77.01624429,-12.12801746,2021,150122,122.06798394088773
1436967,-77.02744946,-12.12154082,2022,150122,200.77176866509572
187885,-77.0298142,-12.12793316,2019,150122,145.99411746440242
649553,-77.02682693,-12.12787358,2021,150122,176.1924055772961
1275065,-77.02356086,-12.13435152,2022,150122,89.91498058731095
645277,-77.02521526,-12.11993187,2021,150122,170.49330420678527
623556,-77.0298142,-12.12793316,2021,150122,45.79239278969982
301958,-77.02888035,-12.11854212,2020,150122,131.64182493036242
96647,-77.0114798,-12.1279387,2017,150122,313.82808877338346
1616011,-77.03348769,-12.12064935,2023,150122,41.925116340788215
1530052,-77.03705627,-12.11195059,2023,150122,112.89159351693314
1477949,-77.02888653,-12.12248349,2022,150122,102.39469657028978
378736,-77.03142968,-12.10985128,2020,150122,15.927055270747314
1237793,-77.03226053,-12.12534845,2022,150122,116.18818004221302
838079,-77.03023699,-12.11038959,2021,150122,79.16838942057518
1659474,-79.22319324,-7.79097708,2023,150122,78.11030494849177
623610,-77.00773272,-12.12323757,2021,150122,72.72072260441404
1370523,-77.03125754,-12.11219878,2022,150122,79.40606088272872
1421555,-77.04889786,-12.11072871,2022,150122,184.5713313440117
1657598,-76.12189758,-13.42854117,2023,150122,48.992223272162505
1562314,-73.94232561,-12.32340221,2023,150122,83.24279352878419
912184,-77.02705588,-12.1125465,2021,150122,76.0461240088926
1112322,-77.02600397,-12.12437382,2022,150122,149.42002087695136
301976,-77.02700909,-12.10926354,2020,150122,236.0537666754195
1050081,-77.01265412,-12.1173468,2022,150122,189.5773494128178
569978,-77.0110785,-12.1214571,2020,150122,121.59034221217959
110303,-77.029256,-12.116561,2017,150122,121.07635019899419
1200925,-77.03037012,-12.1242315,2022,150122,195.88501194550676
921059,-77.0247615,-12.12381392,2021,150122,61.175123914199446
543702,-77.03568483,-12.11551654,2020,150122,67.09604292768387
1034958,-77.04351918,-12.11112659,2022,150122,0.7933295397841591
1488743,-77.0342467,-12.1289649,2022,150122,100.569516881892
988046,-77.03965915,-12.11717793,2021,150122,253.58697499218073
381444,-77.01374191,-12.12639927,2020,150122,43.94061450350415
1309188,-77.03143164,-12.1157755,2022,150122,17.429861306331567
1665536,-77.03181994,-12.12779003,2023,150122,17.053307161713523
707802,-77.02981064,-12.12876456,2021,150122,230.40651520182482
1022568,-77.0292464,-12.12995717,2022,150122,142.07643348957197
54364,-77.030757,-12.1244505,2018,150122,47.29639276538964
1481778,-77.02782934,-12.10457435,2022,150122,197.38510513993813
378786,-77.02713903,-12.1124153,2020,150122,77.83427341096271
246527,-77.02791784,-12.12375801,2019,150122,90.97356750199404
1358579,-77.02676438,-12.11332037,2022,150122,156.07409054142911
1479626,-77.0298142,-12.12793316,2022,150122,152.86994848606886
841000,-77.03130155,-12.12268061,2021,150122,91.10324857031517
8107,-77.028899,-12.119296,2017,150122,66.37891138424322
1570528,-77.03579582,-12.12005506,2023,150122,11.789613356509413
301967,-77.03490415,-12.11688245,2020,150122,51.931449882906904
1631943,-79.84931135,-6.77200736,2023,150122,133.2540855306981
950095,-77.03345566,-12.11923644,2021,150122,25.331727768317307
1599595,-75.68453933,-14.03347275,2023,150122,162.37138595199994
623616,-77.02733156,-12.12143837,2021,150122,172.07901819563227
273525,-77.0103004,-12.11770139,2019,150122,153.8053819484633
711880,-77.0049949,-12.12817172,2021,150122,74.67028617835672
193292,-77.0119021,-12.12407616,2019,150122,23.58211774695807
1629354,-77.08963689,-12.03009647,2023,150122,71.01683223606103
1189474,-77.02863743,-12.1199237,2022,150122,20.656401859178093
1416317,-77.02686877,-12.10883217,2022,150122,24.41389894883875
1426970,-77.01299643,-12.12724224,2022,150122,156.46994824652018
884626,-77.022522,-12.131259,2021,150122,29.904055208741525
753100,-77.02964831,-12.13018159,2021,150122,37.35260546888123
1480216,-77.03118243,-12.11176796,2022,150122,24.85576566955952
107937,-77.017624,-12.1265632,2017,150122,177.27660018833092
1632634,-77.02957987,-12.10749314,2023,150122,93.9744236549163
1387261,-77.03230728,-12.12335215,2022,150122,110.7607700065904
1110493,-77.0463214,-12.1153163,2022,150122,99.58909196247093
1222410,-77.03635493,-12.11479492,2022,150122,-2.9560955715614785
455031,-77.03916456,-12.12218812,2020,150122,-28.901652840886946
950165,-77.04178981,-12.1201423,2021,150122,-90.7991260903794
1159258,-77.04197333,-12.12114823,2022,150122,137.3198295549557
1566088,-78.42361937,-6.09622901,2023,150122,-42.15845714232526
381469,-77.00764079,-12.12317926,2020,150122,236.23964135805235
159739,-77.0346988,-12.1139665,2017,150122,148.6671762808821
921032,-77.02972801,-12.13054233,2021,150122,129.7167928526851
1122608,-77.05117333,-12.11127313,2022,150122,108.92796822871887
8096,-77.036679,-12.1192591,2017,150122,114.86594289809307
1059612,-77.03401157,-12.12012216,2022,150122,74.7456336829425
1269859,-77.0268082,-12.11987053,2022,150122,195.4122534800062
614491,-77.03481579,-12.1141994,2021,150122,141.78964391185295
638330,-77.01838792,-12.12261593,2021,150122,115.38724882824398
1612898,-77.0096242,-12.0656933,2023,150122,185.89815379631267
187872,-77.02334252,-12.12867864,2019,150122,65.4676804327614
991653,-77.02649931,-12.13013131,2021,150122,203.52730762508259
331920,-77.02915172,-12.10423868,2020,150122,167.56742899526722
1392043,-77.03420414,-12.12975617,2022,150122,23.319346532002996
1205506,-77.02835374,-12.11899868,2022,150122,194.24752374209882
1362442,-77.02602994,-12.12343967,2022,150122,131.41700111602893
55873,-77.0264833,-12.120006,2018,150122,105.48072301340403
1507527,-77.03062404,-12.12338251,2023,150122,117.08390984411366
1625269,-77.01111189,-12.1184211,2023,150122,173.36431657491647
107539,-77.0278406,-12.119085,2017,150122,142.50892126360597
110575,-77.026282,-12.1190571,2017,150122,94.7959477445713
