incident_id,longitud,latitud,año,areacd,areacd_recalculated,ticket
1200183,-77.022522,-12.131259,2022,150122,150122,101.65531465663854
1267514,-77.03566647,-12.12450435,2022,150122,150122,105.86487773746686
953650,-77.02739569,-12.11822673,2021,150122,150122,113.01073670124012
109336,-77.034253,-12.1201169,2017,150122,150122,150.46736967961812
770714,-77.02236349,-12.13350174,2021,150122,150122,238.49765654900506
51828,-77.025567,-12.1174506,2018,150141,150122,125.53919820259702
99386,-77.0297639,-12.127821,2017,150122,150122,262.1251667447466
353981,-77.0277571,-12.122392,2020,150122,150122,139.70373005296906
1309225,-77.02985151,-12.12025065,2022,150122,150122,78.482735750419
1282064,-77.03094753,-12.10796472,2022,150122,150122,184.26146377778375
1208525,-77.01923812,-12.11899445,2022,150141,150122,221.29526243874952
699687,-77.04121704,-12.10810407,2021,150131,150122,219.36250107055403
1351996,-77.02821647,-12.121402,2022,150122,150122,236.11385673889632
831018,-77.01913059,-12.12559631,2021,150122,150122,175.09867472571074
1370187,-77.03163962,-12.12612897,2022,150122,150122,144.07718166538893
988053,-77.04768316,-12.11412014,2021,150122,150122,145.0930682793765
988037,-77.02929976,-12.1126595,2021,150122,150122,106.91117153308589
569950,-77.03158987,-12.1243395,2020,150122,150122,108.2007540673856
1197518,-77.02908339,-12.10658486,2022,150122,150122,150.2779412663135
575410,-77.02068069,-12.11487678,2020,150141,150122,135.7221681630844
1588016,-77.04759936,-12.11383992,2023,150122,150122,217.9917254004537
1290205,-77.02948077,-12.1193077,2022,150122,150122,86.81761126558462
830080,-77.02739377,-12.11803223,2021,150122,150122,-11.189625220232044
727765,-77.021137,-12.1137088,2021,150141,150122,80.13311735382882
230578,-77.02791362,-12.12587871,2019,150122,150122,73.97463653748117
124039,-77.0167201,-12.1184691,2017,150141,150122,30.571221546648808
991615,-77.04754435,-12.11501263,2021,150122,150122,59.733218211234956
299469,-77.03877303,-12.12020379,2020,150122,150122,65.84529336244788
521441,-77.0263996,-12.11173736,2020,150122,150122,117.38411269288825
614522,-77.02835374,-12.11899868,2021,150122,150122,123.25315327964037
1080921,-77.03826314,-12.10885575,2022,150131,150122,207.44470478802725
988043,-77.02681267,-12.12608649,2021,150122,150122,164.66303367958227
1485131,-77.02838302,-12.11444401,2022,150122,150122,258.80963598620144
860731,-77.03128916,-12.10704961,2021,150122,150122,55.62302149104424
996442,-77.0233467,-12.1133676,2021,150141,150122,15.63259518520807
1007343,-77.01755037,-12.12662242,2022,150122,150122,200.37349174853884
127625,-77.023419,-12.1122213,2017,150141,150122,214.19016863221145
1652805,-77.0334091,-12.1168227,2023,150122,150122,31.84329158920499
1521607,-77.02112544,-12.12533845,2023,150122,150122,88.72045643008869
1341041,-77.00914391,-12.12677241,2022,150122,150122,26.70418925163817
1481859,-77.03386175,-12.12704826,2022,150122,150122,69.8769860187374
1231133,-77.04594071,-12.11564522,2022,150122,150122,161.31746742282573
955625,-77.02293943,-12.13350796,2021,150122,150122,219.74833133826527
422618,-77.01950401,-12.12086141,2020,150122,150122,8.682922194044655
623636,-77.02224016,-12.12994014,2021,150122,150122,130.2321477090778
815248,-77.02574878,-12.11534859,2021,150141,150122,187.91890560835358
1556622,-77.03589095,-12.11224281,2023,150122,150122,120.58865799686903
802521,-77.03149143,-12.12425254,2021,150122,150122,95.18905787768358
521376,-77.02596016,-12.12792799,2020,150122,150122,141.54281659070227
453660,-77.01957387,-12.12901564,2020,150122,150122,168.83225597964636
1159020,-77.02877714,-12.10864869,2022,150122,150122,97.1911133902251
333488,-77.01051094,-12.12729817,2020,150122,150122,36.663886774557874
1409025,-77.03066706,-12.11632892,2022,150122,150122,96.93949935926277
958284,-77.02142585,-12.11179533,2021,150141,150122,33.60078283395003
1679939,-77.02659051,-12.12145714,2023,150122,150122,132.66896565420515
1482332,-77.04236715,-12.11927319,2022,150122,150122,142.01022761499348
47387,-77.0350587,-12.1210684,2018,150122,150122,79.41474024272298
614502,-77.03130155,-12.12268061,2021,150122,150122,232.08303265636584
1109928,-77.04825247,-12.11457386,2022,150122,150122,233.92273669245645
1290545,-77.0312704,-12.1216769,2022,150122,150122,108.05022056943952
1370492,-77.03812487,-12.12251321,2022,150122,150122,33.702641252999776
984969,-77.00928655,-12.12130573,2021,150122,150122,96.73657452255206
245936,-77.04442861,-12.11564184,2019,150122,150122,33.71529646640458
1165182,-77.02734659,-12.10883244,2022,150122,150122,207.2953680642819
711891,-77.03234867,-12.11684494,2021,150122,150122,89.96299386711513
381428,-77.01476659,-12.12592532,2020,150122,150122,136.76932659675012
422628,-77.01735113,-12.12309908,2020,150122,150122,184.71876643824658
27372,-77.017762,-12.125973,2018,150122,150122,189.17085634340805
1172460,-77.02683922,-12.12166474,2022,150122,150122,117.09447755772034
1417989,-77.02954739,-12.12342084,2022,150122,150122,25.745152402315508
1013173,-77.02809242,-12.11158778,2022,150122,150122,195.41016743092283
1081108,-77.0307719,-12.1272534,2022,150122,150122,118.04139971493393
1333342,-77.03348769,-12.12064935,2022,150122,150122,128.8748499811444
93726,-77.031591,-12.111062,2017,150122,150122,129.6265821928357
1177521,-77.02510494,-12.11366056,2022,150141,150122,89.34927372976586
1612001,-77.00919939,-12.12670194,2023,150142,150122,177.80441526247017
1387085,-77.02202325,-12.12978026,2022,150122,150122,139.74803982071592
921042,-77.03037012,-12.1242315,2021,150122,150122,29.612077344487957
1453271,-77.02997409,-12.11493711,2022,150122,150122,66.60746574235063
1089543,-77.02897308,-12.13595261,2022,150122,150122,164.5931201777637
1152976,-77.04998036,-12.11183673,2022,150122,150122,232.70485329277375
1576835,-77.05126767,-12.11049428,2023,040101,150122,224.4406218748728
335382,-77.02305553,-12.11585941,2020,150141,150122,106.77321879895446
1154560,-77.03401157,-12.12012216,2022,150122,150122,185.05939018355494
614487,-77.03019699,-12.10495708,2021,150122,150122,278.42290186136796
33255,-77.0306545,-12.1147736,2018,150122,150122,-24.485970012845268
786157,-77.02636791,-12.10721254,2021,150141,150122,167.06830225001264
594701,-77.0246153,-12.1092361,2020,150141,150122,122.42526218611684
643962,-77.02054802,-12.13084992,2021,150122,150122,211.1700039640571
266841,-77.03644922,-12.11003907,2019,150122,150122,69.67696540041813
499548,-77.0272718,-12.1145873,2020,150122,150122,-8.496684929833396
898102,-77.021446,-12.10991832,2021,150141,150122,175.88447027280336
107498,-77.0306635,-12.1233957,2017,150122,150122,106.81468426874102
753095,-77.02407667,-12.1285159,2021,150122,150122,307.27388406274963
187853,-77.01987894,-12.12438049,2019,150122,150122,62.58120609534963
524203,-77.01936417,-12.11901054,2020,150141,150122,137.40608614438003
1040815,-77.0268082,-12.11987053,2022,150122,150122,8.263628035296687
1424941,-77.02333459,-12.13192869,2022,150122,150122,-24.64859523244326
1507323,-77.03038686,-12.11222536,2023,150122,150122,208.0413146215372
1596207,-77.00512992,-12.12469317,2023,150122,150122,98.12541159914616
549254,-77.0252927,-12.1139806,2020,150141,150122,145.33584718488845
590923,-77.02994355,-12.12879339,2020,150122,150122,148.75245895487856
1263933,-77.02324415,-12.12954709,2022,150122,150122,22.1010472590935
1649595,-77.03230728,-12.12335215,2023,150122,150122,36.54774440385464
1195263,-77.03295448,-12.11599012,2022,150122,150122,151.80019911235874
950166,-77.0381213,-12.11542128,2021,150122,150122,55.429104834617256
958480,-77.023436,-12.1117384,2021,150141,150122,17.379505672283184
1396287,-77.0298142,-12.12793316,2022,150122,150122,113.08220375822106
160693,-77.028808,-12.113085,2017,150122,150122,95.5732474277549
640965,-77.017472,-12.11801243,2021,150141,150122,69.30991692078749
546120,-77.02570386,-12.13464186,2020,150122,150122,61.24897302838517
573531,-77.00964192,-12.12727516,2020,150122,150122,129.09414853525652
1636051,-77.04935438,-12.1124346,2023,150122,150122,99.3574870304028
1645841,-77.03350505,-12.12149848,2023,150122,150122,150.5054479713074
1124232,-77.02425193,-12.11939345,2022,150141,150122,151.56352160372495
266820,-77.03631884,-12.11043815,2019,150122,150122,71.75335080352015
782966,-77.02686623,-12.12608063,2021,150122,150122,198.35032464899038
378739,-77.03675282,-12.11250537,2020,150122,150122,91.28949416049484
1330159,-77.02708718,-12.1137246,2022,150122,150122,165.55317054863926
955687,-77.02045326,-12.12121041,2021,150122,150122,197.76974415309894
420037,-77.03863702,-12.11614875,2020,150122,150122,148.11434996896648
1443569,-77.03078373,-12.10659195,2022,150122,150122,128.96240543874117
1666034,-77.01890445,-12.11316852,2023,150141,150122,-21.676765207958525
1464192,-77.03248007,-12.12081173,2022,150122,150122,116.05228032327591
604535,-77.04181471,-12.11794052,2021,150122,150122,196.43561845915156
1502843,-77.02900653,-12.13140924,2023,150122,150122,148.52574799075373
1089254,-77.02594269,-12.12924358,2022,150122,150122,98.9256498152888
991574,-77.03805921,-12.1218987,2021,150122,150122,91.94869062331713
1243316,-77.03722554,-12.10630895,2022,150131,150122,2.590007617034012
1662480,-77.02602994,-12.12343967,2023,150122,150122,192.307199677358
1521607,-77.02112544,-12.12533845,2023,150122,150122,85.99162230612409
519119,-77.03963265,-12.11428117,2020,150122,150122,134.82784769976885
162117,-77.04031,-12.106664,2017,150131,150122,177.09568631965905
884580,-77.02943347,-12.11713923,2021,150122,150122,134.0332495226319
1443508,-77.03532143,-12.10857138,2022,150122,150122,102.8309555004434
1535452,-77.03087447,-12.10914098,2023,150122,150122,154.18871411818043
1056740,-77.03913418,-12.12531355,2022,150122,150122,63.27806258406907
1302466,-77.04248302,-12.11776438,2022,150122,150122,139.01663006901467
1547844,-77.02196523,-12.12183416,2023,150117,150122,60.379774954520016
1082395,-77.02964831,-12.13018159,2022,150122,150122,118.52490366144534
592618,-77.02186352,-12.13148274,2020,150122,150122,252.55890399075193
1665709,-77.04178981,-12.1201423,2023,150122,150122,107.27878161530433
594672,-77.02042871,-12.11429069,2020,150141,150122,203.52431109198304
871485,-77.01737321,-12.1161842,2021,150141,150122,122.45100980573389
884578,-77.02671176,-12.10911564,2021,150122,150122,77.49789294525647
45843,-77.0085421,-12.1226198,2018,150122,150122,45.55113518135996
697549,-77.03103769,-12.11923263,2021,150122,150122,26.687827598362418
1153257,-77.0237594,-12.11588829,2022,150141,150122,162.97504224677883
1501414,-77.02301379,-12.12321703,2023,150122,150122,74.17869121887527
245958,-77.03335128,-12.11662309,2019,150122,150122,165.5140258179717
127621,-77.0190228,-12.1157347,2017,150141,150122,44.80993188314739
1205376,-77.02964831,-12.13018159,2022,150122,150122,49.87146921357867
1074284,-77.03799623,-12.10728277,2022,150131,150122,135.337153062431
435287,-77.03625406,-12.1191776,2020,150122,150122,107.8474647639769
1572418,-77.01283448,-12.11879842,2023,140101,150122,252.3513845997502
831792,-77.0294638,-12.12811386,2021,150122,150122,118.89762101923604
100247,-77.0089897,-12.1248141,2017,150122,150122,185.61274835224862
395564,-77.04550412,-12.11446582,2020,150122,150122,118.82269159451744
269157,-77.01074809,-12.12392236,2019,150122,150122,160.25967145706187
645266,-77.0371201,-12.1106457,2021,150122,150122,194.2730133269252
768089,-77.0252927,-12.1139806,2021,150141,150122,143.74853891672785
898102,-77.021446,-12.10991832,2021,150141,150122,61.49419073298965
953679,-77.02356086,-12.13435152,2021,150122,150122,30.127068179328965
846596,-77.02927934,-12.11291883,2021,150122,150122,48.64418252985423
575455,-77.02206506,-12.11478302,2020,150141,150122,207.30661513383833
1562067,-77.04953725,-12.11121668,2023,150122,150122,-99.21750035018887
1085656,-77.03399752,-12.11920165,2022,150122,150122,102.00431341227966
1269822,-77.02972759,-12.11344985,2022,150122,150122,262.22096850865887
1009879,-77.03230728,-12.12335215,2022,150122,150122,38.37564596677265
950194,-77.038701,-12.11281463,2021,150122,150122,96.10177890118655
114436,-77.0310563,-12.1245915,2017,150122,150122,122.34168467100007
1205369,-77.02009638,-12.11308537,2022,150141,150122,19.336080804472417
1168748,-77.0318762,-12.12100491,2022,150122,150122,197.18939231374486
1602945,-77.0232671,-12.11313009,2023,150141,150122,80.40432815295739
245918,-77.03158987,-12.1243395,2019,150122,150122,137.4037542222593
125180,-77.0227236,-12.114424,2017,150141,150122,109.1305974309321
1470048,-77.02330588,-12.11310596,2022,150141,150122,27.00314244131722
1558419,-77.04098818,-12.11319531,2023,150122,150122,40.56819466035421
572346,-77.03631884,-12.11043815,2020,150122,150122,167.71121063437724
958362,-77.0234915,-12.1112148,2021,150141,150122,79.99724633596335
659891,-77.0202067,-12.1130568,2021,150141,150122,169.05509040870643
693162,-77.02686877,-12.10883217,2021,150122,150122,81.0932094076178
1194654,-77.05126767,-12.11049428,2022,150122,150122,150.67544889532385
61143,-77.0235036,-12.1158973,2018,150141,150122,161.95108847690724
1512216,-77.0266971,-12.1193905,2023,150122,150122,69.53923055269631
1530652,-77.0202067,-12.1130568,2023,150141,150122,81.67315632190542
1396542,-77.03118043,-12.10964657,2022,150122,150122,119.54047714449425
1260476,-77.03094222,-12.11439898,2022,150122,150122,140.55090730807146
15509,-77.0262355,-12.1192445,2018,150122,150122,48.09265897793165
1627629,-77.01339909,-12.12531703,2023,150142,150122,90.7135173312395
1477482,-77.02768771,-12.12570393,2022,150122,150122,27.624869550460442
1627095,-77.02157975,-12.12338972,2023,150122,150122,123.63743333955064
953650,-77.02739569,-12.11822673,2021,150122,150122,92.94882045830751
1661903,-77.0190228,-12.1157347,2023,150141,150122,334.24724571189216
690085,-77.02054829,-12.11823825,2021,150141,150122,140.69398557220086
1435150,-77.01532434,-12.12857914,2022,150122,150122,45.93475585938369
1021067,-77.03427177,-12.11700475,2022,150122,150122,204.1225478799157
420068,-77.03451266,-12.12014753,2020,150122,150122,61.70003578827767
1573066,-77.03753326,-12.12020327,2023,150122,150122,49.21239452968475
1394061,-77.02032706,-12.11225705,2022,150141,150122,281.1760637594777
872879,-77.02445075,-12.11994678,2021,150122,150122,7.735832316055926
187902,-77.02683922,-12.12166474,2019,150122,150122,113.28035433300231
575443,-77.016824,-12.11468,2020,150141,150122,108.5078522844166
1121984,-77.03118243,-12.11176796,2022,150122,150122,110.75221078139909
57739,-77.0370209,-12.1179401,2018,150122,150122,156.275312621345
1451454,-77.0119021,-12.12407616,2022,150122,150122,-13.72951076310705
1165921,-77.02794877,-12.112382,2022,150122,150122,223.97950611483034
230394,-77.00748455,-12.12776463,2019,150122,150122,81.63921794070187
1147964,-77.03146385,-12.11885449,2022,150122,150122,48.494692165920135
21307,-77.0483948,-12.1099135,2018,150122,150122,105.76683266249864
112803,-77.018233,-12.1193544,2017,150141,150122,126.16134032928939
1170117,-77.03092876,-12.11804485,2022,150122,150122,176.0331721727998
1355381,-77.04074262,-12.11325763,2022,150122,150122,72.86069390912392
1624306,-77.03348769,-12.12064935,2023,060417,150122,138.51763174556908
1051544,-77.01532434,-12.12857914,2022,150122,150122,109.53306986129716
1146417,-77.02587051,-12.1284392,2022,150122,150122,142.27707088641077
1665537,-77.02137924,-12.13374586,2023,150104,150122,240.60502523986392
1541376,-77.02183452,-12.12385229,2023,150122,150122,73.48043117452306
266842,-77.03355648,-12.11887293,2019,150122,150122,79.46552056191936
1320098,-77.03128916,-12.10704961,2022,150122,150122,27.322395842254824
332213,-77.03939775,-12.10657533,2020,150131,150122,72.55325396384862
233745,-77.02540642,-12.11886848,2019,150141,150122,215.28326074713374
1336626,-77.01415332,-12.11744246,2022,150141,150122,61.8301239599141
958273,-77.02178744,-12.11655369,2021,150141,150122,246.58100220530105
1638158,-77.02642337,-12.12015905,2023,150122,150122,17.826522048733707
331890,-77.03709464,-12.11158536,2020,150122,150122,166.18217434998587
866155,-77.04387242,-12.12007165,2021,150122,150122,207.41653103690444
950165,-77.04178981,-12.1201423,2021,150122,150122,3.2927466562712127
1492994,-77.02679567,-12.1202921,2022,150122,150122,66.38679570522994
1569505,-77.04541783,-12.11726368,2023,150122,150122,-36.345481891167076
118559,-77.0183688,-12.1130382,2017,150141,150122,113.86598768930845
569977,-77.02743629,-12.13006756,2020,150122,150122,30.15237639774029
687476,-77.03954979,-12.12214441,2021,150122,150122,141.9065237459933
1203022,-77.02573552,-12.12052891,2022,150122,150122,80.22382414745374
51184,-77.0222824,-12.1126038,2018,150141,150122,42.84836013899891
381622,-77.03467179,-12.11684827,2020,150122,150122,237.45727595820009
1290861,-77.03372754,-12.10803017,2022,150122,150122,207.85142157799848
840454,-77.03062404,-12.12338251,2021,150122,150122,218.6784302072694
1361600,-77.02377182,-12.13087296,2022,150122,150122,143.0799026706716
1200183,-77.022522,-12.131259,2022,150122,150122,125.64260403598256
1667174,-77.04098818,-12.11319531,2023,150122,150122,124.37052852537903
1059350,-77.01304485,-12.12675215,2022,150122,150122,135.74129094287562
106497,-77.0242126,-12.1210186,2017,150122,150122,151.83679102843138
1228369,-77.04130204,-12.11997318,2022,150122,150122,-50.470404433869234
1368374,-77.03287983,-12.12407188,2022,150122,150122,61.86868266578592
955688,-77.0066014,-12.12550466,2021,150122,150122,130.8545234460551
1258874,-77.0171292,-12.12666696,2022,150122,150122,113.10444274551182
524217,-77.01633814,-12.11461935,2020,150141,150122,132.14603900455123
1168798,-77.01476659,-12.12592532,2022,150122,150122,70.17000070768384
1593519,-77.020394,-12.112974,2023,021809,150122,255.2534314527679
639708,-77.03008362,-12.12655194,2021,150122,150122,69.12825671126232
1315945,-77.00661853,-12.12663083,2022,150122,150122,75.56688774950112
1238102,-77.0199404,-12.1120527,2022,150141,150122,-54.68619577543734
1107082,-77.02733156,-12.12143837,2022,150122,150122,164.82403094358884
1634876,-77.0298142,-12.12793316,2023,070106,150122,195.49536988317055
230413,-77.0216507,-12.123993,2019,150122,150122,171.8292676599779
305541,-77.02490947,-12.1191373,2020,150141,150122,144.01001283936665
99726,-77.028808,-12.113085,2017,150122,150122,25.436193971941634
1442127,-77.02383197,-12.11978824,2022,150141,150122,137.1602202663887
96609,-77.03146,-12.1110665,2017,150122,150122,107.88886136139537
78723,-77.0200687,-12.1317803,2017,150104,150122,131.34798591725783
1194983,-77.03566647,-12.12450435,2022,150122,150122,150.32540004405493
1657320,-77.04806783,-12.11200141,2023,150122,150122,50.492221362041654
1564246,-77.00933796,-12.12242325,2023,150122,150122,28.906851289072332
378786,-77.02713903,-12.1124153,2020,150122,150122,218.75115487611177
1290222,-77.03535997,-12.11688041,2022,150122,150122,249.8444762284415
1673949,-77.03377915,-12.12663407,2023,100602,150122,99.9672972479774
456857,-77.01795988,-12.11852592,2020,150141,150122,156.04273361494452
1526931,-77.03850403,-12.10879518,2023,150117,150122,97.99838725454369
114419,-77.0299436,-12.1229329,2017,150122,150122,230.59356561817484
988104,-77.0342467,-12.1289649,2021,150122,150122,33.362224384214606
1604381,-77.02248032,-12.12339522,2023,150109,150122,172.67235253854523
1312604,-77.02929568,-12.11269604,2022,150122,150122,29.078428382549045
678390,-77.01913059,-12.12559631,2021,150122,150122,187.55012441321725
1479311,-77.0342783,-12.12963658,2022,150122,150122,154.64408514489745
1344296,-77.02076847,-12.13321583,2022,150104,150122,132.2881197278579
1292543,-77.03667,-12.11254,2022,150122,150122,36.754484848149055
1159606,-77.04743923,-12.11329472,2022,150122,150122,190.0812372168398
266861,-77.03383165,-12.12015163,2019,150122,150122,163.63839957519045
162039,-77.0318293,-12.1189015,2017,150122,150122,173.0946941076118
549272,-77.0189033,-12.1148175,2020,150141,150122,42.81609154940218
623553,-77.03230728,-12.12335215,2021,150122,150122,-5.0668001944862215
1545863,-77.02276328,-12.13060238,2023,150122,150122,183.1131660961338
1183587,-77.02635784,-12.11903976,2022,150122,150122,112.64176081685503
381488,-77.01606181,-12.12307457,2020,150122,150122,226.6369196184866
823602,-77.03539006,-12.11407052,2021,150122,150122,151.08438750258028
453213,-77.03584374,-12.12568376,2020,150122,150122,96.42315547796404
1089137,-77.0368042,-12.11737252,2022,150122,150122,-10.311721880390996
1166221,-77.02683115,-12.11903012,2022,150122,150122,143.6899646364492
1355328,-77.01446667,-12.12299186,2022,150122,150122,164.21981199565596
1120647,-77.04173633,-12.12179305,2022,150122,150122,89.61682012168312
1345897,-77.01498986,-12.12923118,2022,150122,150122,68.27549119783234
1098720,-77.0355354,-12.11872809,2022,150122,150122,68.46687111219363
115057,-77.023678,-12.1303329,2018,150122,150122,156.28050901346293
1191080,-77.0298142,-12.12793316,2022,150122,150122,29.472303266332993
1027285,-77.0298142,-12.12793316,2022,150122,150122,112.31809731976956
1115110,-77.02029141,-12.12492039,2022,150122,150122,191.26350099977057
1102548,-77.03201171,-12.12152243,2022,150122,150122,173.02956172075457
991579,-77.04098818,-12.11319531,2021,150122,150122,148.23165219337395
1521277,-77.03539006,-12.11407052,2023,220101,150122,116.5970148295844
99855,-77.0304312,-12.1227009,2017,150122,150122,84.86597750453933
1399448,-77.04263658,-12.11760997,2022,150122,150122,196.29279509423225
1500257,-77.04238519,-12.11792356,2022,150122,150122,59.18338445453657
1341172,-77.01842705,-12.12541372,2022,150122,150122,201.2269368980148
1662959,-77.00748455,-12.12776463,2023,160101,150122,76.27235208708954
1643014,-77.01889397,-12.13181484,2023,150104,150122,196.69161319713828
1123383,-77.03805921,-12.1218987,2022,150122,150122,28.87865692625505
110303,-77.029256,-12.116561,2017,150122,150122,154.08664336516713
1548803,-77.01903557,-12.11972306,2023,150122,150122,123.35981878792109
36194,-77.0314827,-12.1216856,2018,150122,150122,134.78643519865986
1652012,-77.02972801,-12.13054233,2023,160101,150122,191.00688662619254
107481,-77.0213781,-12.1220816,2017,150122,150122,139.9698473086689
693161,-77.02958009,-12.11924439,2021,150122,150122,-41.60993999098161
664028,-77.02889753,-12.11843801,2021,150122,150122,249.2801225896136
204720,-77.02334252,-12.12867864,2019,150122,150122,141.43320773690888
1508760,-77.02803626,-12.11137926,2023,160101,150122,179.36222230233605
335335,-77.02510494,-12.11366056,2020,150141,150122,93.70533519136353
1646011,-77.03062404,-12.12338251,2023,150122,150122,97.06834660705847
123908,-77.0197284,-12.1163192,2017,150141,150122,92.70534058034968
469943,-77.04009611,-12.12193269,2020,150122,150122,28.222369599831715
1504393,-77.02131953,-12.12022716,2023,150135,150122,85.24233182919555
623580,-77.02723679,-12.10942263,2021,150122,150122,74.0961913629912
1006631,-77.03371985,-12.11894556,2022,150122,150122,82.27463494640809
772516,-77.05123412,-12.11052847,2021,150122,150122,208.6796493001509
1471496,-77.01667066,-12.11524422,2022,150141,150122,167.0000787884904
1388110,-77.03039329,-12.11131843,2022,150122,150122,60.92754698160672
590933,-77.03625406,-12.1191776,2020,150122,150122,139.61042323647365
1273279,-77.03831578,-12.10873257,2022,150131,150122,83.25777153219659
794548,-77.02052645,-12.11860969,2021,150141,150122,1.3710495481895646
1588732,-77.03130155,-12.12268061,2023,150122,150122,40.116469112126495
1192272,-77.04768316,-12.11412014,2022,150122,150122,125.85361148962652
718494,-77.01737321,-12.1161842,2021,150141,150122,100.18357487554992
1615276,-77.02972759,-12.11344985,2023,150122,150122,119.79118877880346
160262,-77.02594,-12.1226542,2017,150122,150122,129.25903125083124
1235937,-77.03821907,-12.11889957,2022,150122,150122,154.29869369739345
245965,-77.03230728,-12.12335215,2019,150122,150122,187.06682876990305
1154752,-77.016927,-12.1129281,2022,150141,150122,170.22898689813653
1050472,-77.01575715,-12.12071017,2022,150122,150122,143.5701601365757
1599181,-77.03230728,-12.12335215,2023,150122,150122,48.2358313947751
1505394,-77.03080099,-12.11584938,2023,150122,150122,63.112343214288394
988089,-77.04178981,-12.1201423,2021,150122,150122,59.17155803259993
1192389,-77.02542065,-12.13406831,2022,150122,150122,114.82738540566133
988113,-77.02734659,-12.10883244,2021,150122,150122,65.45258554749738
58395,-77.0294176,-12.131786,2018,150122,150122,168.91833099350242
107080,-77.034253,-12.1201169,2017,150122,150122,228.8238647697957
1269050,-77.03062404,-12.12338251,2022,150122,150122,139.95819798400896
830893,-77.04768316,-12.11412014,2021,150122,150122,130.84775682642535
1224971,-77.03230728,-12.12335215,2022,150122,150122,62.8577870333422
1483910,-77.04017457,-12.10874801,2022,150122,150122,197.1036260569973
99119,-77.0305763,-12.1096549,2017,150122,150122,39.7941213128035
